"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"UACA",-0.823868125844581,2.2385781368007,-9.56629580383626,3.28905455300743e-20,2.55050350541745e-19,34.6750696825209
"ZP3",0.996183514207112,1.52272813223738,9.56533150217691,3.31558885834703e-20,2.56999929658764e-19,34.6671220178875
"TMEM45B",1.42034538979148,3.89690393448522,9.56226777687671,3.4013081161032e-20,2.63312346310835e-19,34.6418749875277
"NDE1",0.676761874358169,2.20078505951061,9.55959130206612,3.47798791660392e-20,2.69135575023108e-19,34.619823933745
"SIGLEC14",-1.0175225467939,1.66646466627724,-9.55678245976444,3.56030290583697e-20,2.75389802963859e-19,34.5966871282029
"PRPF3",0.744303522629802,3.43998545486783,9.55302996949951,3.67329231298333e-20,2.8401046349504e-19,34.5657850473799
"HOOK1",0.853129404141614,2.67318698762414,9.55276175411864,3.68150318113497e-20,2.84526060685287e-19,34.5635766069592
"ALDH1B1",0.92327438648386,3.62940532085865,9.5517573995877,3.71241137041313e-20,2.86794660642301e-19,34.5553073190667
"BET1",0.786984413951423,2.79906050862326,9.54879318552471,3.80514026475613e-20,2.93835192985438e-19,34.5309053250825
"DGUOK",0.586722505200019,4.80799506113492,9.54380179762859,3.96650007367114e-20,3.06167336230482e-19,34.4898276297788
"THRB",-0.696517174269301,1.09818217569336,-9.54358018140562,3.9738195446355e-20,3.06604027433859e-19,34.4880041522751
"THEMIS2",-0.992700025916232,3.48306800499659,-9.54004379405293,4.09244587380419e-20,3.15492860342414e-19,34.4589106003101
"SCEL",-1.79964687280692,3.49130102086578,-9.53840474848943,4.14861068589445e-20,3.19555615588229e-19,34.4454289639621
"ITGA11",1.38601288239851,1.81383376316647,9.53597190481451,4.23338783217223e-20,3.25949660800974e-19,34.4254211971536
"MRPL52",0.731627225123079,3.60900493107425,9.5337030198815,4.31399790208769e-20,3.32017660816494e-19,34.4067651643228
"PLEKHH2",-1.02016547218583,1.6005078775078,-9.53243365896195,4.35975810254524e-20,3.3539957245936e-19,34.3963291770295
"ITM2C",1.12781536569853,5.5767802095287,9.52666515096325,4.57384678845009e-20,3.51722907683732e-19,34.3489163686332
"LMBRD1",-0.653031337675769,4.68203154453423,-9.5260847416383,4.5959562519329e-20,3.53275837231909e-19,34.3441469916467
"DNMT3A",0.729840558333477,2.33366933709014,9.52529693680975,4.62613555465502e-20,3.55447516502606e-19,34.337673728059
"CCDC102B",-0.638657990615153,1.21588069617985,-9.52447661564707,4.65776923647662e-20,3.57729087737388e-19,34.3309336956869
"GCNT3",1.97527822851483,2.0483837447435,9.52220495418858,4.74649354221761e-20,3.64391647385894e-19,34.3122711644761
"TPMT",0.588153822273799,3.75442433028955,9.5184165479752,4.89819814374148e-20,3.75881694491443e-19,34.2811552028376
"RFC2",0.760458846044329,3.85194292376937,9.51805696017636,4.91284494429212e-20,3.76848912816221e-19,34.2782022059609
"PLA2G3",-0.934816772630105,0.715937985838211,-9.5153588873338,5.02413689737523e-20,3.85225592197748e-19,34.2560477499722
"EPB41L5",-0.847587468225333,2.71020445946589,-9.51448527146004,5.06070513080302e-20,3.87868251986099e-19,34.2488752791421
"SLC12A8",0.894367597653871,2.24336891828318,9.51089091254521,5.21395532607681e-20,3.99447873153924e-19,34.219370273694
"MAL",-1.32424270086174,2.04984148431969,-9.5075662964542,5.35979506569232e-20,4.10280080381294e-19,34.1920867105652
"DDR2",-0.955611577252162,1.888541366637,-9.50387430185569,5.52649162781422e-20,4.22864859186714e-19,34.161796361457
"DNTTIP1",1.19812234446633,4.77040969907672,9.50137347423726,5.64231463471523e-20,4.31548177368269e-19,34.1412835957257
"LRPPRC",0.623512832131063,3.98824641994918,9.49999073937711,5.70738387093828e-20,4.36344043311518e-19,34.1299435473739
"SLC17A9",1.36297431984451,2.06293890488655,9.49884590552061,5.76182021139117e-20,4.40323360645171e-19,34.1205554737236
"TSKU",1.34069460947213,3.78542353848922,9.49736061722081,5.83321248778449e-20,4.45594633435397e-19,34.1083767690322
"PLOD1",0.807529656752116,4.97734445118217,9.49203894375395,6.09627790245173e-20,4.65304653473022e-19,34.0647527718438
"OXLD1",0.842181054652028,3.70903332678302,9.49149777314553,6.12367928537922e-20,4.67202793451927e-19,34.0603175640711
"TBC1D2",-1.10920200123815,3.85823484558019,-9.49117759479451,6.13994848063131e-20,4.6825039094951e-19,34.0576936028782
"GPR65",-0.746070763782201,1.29545046981423,-9.49096912642857,6.15056438304571e-20,4.68866164208377e-19,34.0559851743511
"GBP4",-1.36724388695878,3.27826736405695,-9.48777360378128,6.31558595421259e-20,4.8104842974118e-19,34.0298008163482
"PPP1R14D",2.4947891494894,2.51857001310945,9.48589290468667,6.41475135661458e-20,4.8840005376321e-19,34.0143932204401
"LRCH2",-0.807941568609332,0.946169581656319,-9.48337444292136,6.54996521525057e-20,4.98283539344093e-19,33.9937642432902
"RPP21",0.650254972081415,2.40888683661584,9.4789834969029,6.79249944739307e-20,5.16521145117508e-19,33.9578070856056
"DCPS",0.603344915355787,2.69866039096936,9.47477606174262,7.03324006221172e-20,5.34607386352212e-19,33.9233640525704
"ATP2A2",0.750120281897173,4.85758758899707,9.47287461565126,7.1447926077415e-20,5.42862990229057e-19,33.9078020278934
"ITM2B",-0.759533545192427,5.90169146574849,-9.47137053747364,7.23427317252739e-20,5.49435452806856e-19,33.8954937958075
"PTGFR",-0.852866456733487,0.63580462298054,-9.46956894729486,7.34291608188618e-20,5.57227955074604e-19,33.8807528243339
"NUDT1",0.817619498950422,2.85831771192262,9.46610708120612,7.55623847463003e-20,5.7318045797687e-19,33.8524328736931
"EXOSC4",0.947253997164514,3.89860644331672,9.46543428196065,7.59840396923782e-20,5.76142032159882e-19,33.8469298843731
"DHX37",0.652231292707377,2.37904615668445,9.46309515591883,7.74682370255405e-20,5.871544932815e-19,33.8277998179299
"RGS17",0.990883175476997,1.04466681292279,9.45609696009086,8.20823686803271e-20,6.21615573651344e-19,33.7705870629931
"SWI5",0.648504029879323,3.41902558359325,9.45405284793776,8.34807887632037e-20,6.31687281010493e-19,33.753881534188
"LRRC4B",-0.595142246697122,0.664082158744494,-9.45398731126698,8.3526012221583e-20,6.31770345823601e-19,33.7533459785764
"CDK5RAP3",0.930009182611324,4.12525274214016,9.4492982326666,8.68255043257034e-20,6.56188817615967e-19,33.7150345712065
"BPNT1",0.660963948625214,3.93698317333701,9.4414070689821,9.26721842949742e-20,6.99802069534869e-19,33.6505922964938
"NDUFS8",0.76064620500209,4.06704151938329,9.44044081860711,9.34143846231662e-20,7.05118071820037e-19,33.6427042229296
"RHOV",2.06128580768129,2.95707981423437,9.43663329737831,9.63968081040206e-20,7.27035288594837e-19,33.6116269069711
"DSCC1",0.96330500942366,1.72925976493965,9.43655709947306,9.64574467924983e-20,7.27195332418475e-19,33.6110050664627
"XPOT",0.818937087624911,3.81716585946454,9.43621572368513,9.67295797430697e-20,7.28651403470866e-19,33.6082191911038
"CENPO",0.646798257866588,1.65391010939643,9.4355905658216,9.72299076620673e-20,7.32121361857069e-19,33.6031176377154
"NKD1",-0.90194038436237,0.842150528799535,-9.43514080794773,9.75914442589258e-20,7.34543844834216e-19,33.5994475751944
"UBE2S",1.18668498376833,2.64345714960133,9.43446606894482,9.81363309991561e-20,7.3834381495613e-19,33.5939418869282
"RIN2",-0.699608586742352,3.86081275222333,-9.43231634893339,9.98925229262311e-20,7.51250412940526e-19,33.5764026675614
"CEP72",0.733258126465507,1.61518391227825,9.42892625219503,1.02725508890281e-19,7.72241315406644e-19,33.548749342008
"SASS6",0.66200667211217,1.45080892195383,9.42864752107601,1.02961946027684e-19,7.73703454304974e-19,33.5464760299064
"CD2AP",0.800398252553651,4.22007436559458,9.4245829393601,1.0647167233532e-19,7.99425889801374e-19,33.5133311516685
"POLD2",0.776718668016857,4.57617612783441,9.42426815757803,1.06748377628056e-19,8.01177408658413e-19,33.5107646798963
"FCER1G",-1.3049246040058,5.67913866228378,-9.41802357066452,1.12387268286372e-19,8.42128483081637e-19,33.4598643943381
"PAIP1",0.686672175582658,4.27908165805281,9.4172098344771,1.13143482966484e-19,8.47450659263376e-19,33.4532333599711
"TMEM140",-0.701202783545969,3.60130393117116,-9.4136548398477,1.16506744156977e-19,8.71933637406859e-19,33.4242690630203
"IER5L",1.16834054782143,2.40188586849222,9.41359342759286,1.16565706207537e-19,8.72021146843733e-19,33.4237687772659
"FBLN1",-1.39285480087861,4.38316630813681,-9.41155396800515,1.18540680776457e-19,8.86077179483014e-19,33.4071559794372
"NAP1L5",-0.630918830895258,1.41542618533042,-9.40880993609833,1.21250357232228e-19,9.05964597091995e-19,33.3848081078521
"DNAJC12",2.10720061908845,2.53623303775067,9.40701413069788,1.23056811536123e-19,9.18477024510991e-19,33.3701853362477
"TCTE1",-0.73425218477622,0.382871127036119,-9.40699684557771,1.23074328089287e-19,9.18477024510991e-19,33.3700445979701
"IDE",0.595871353351466,2.93617084213469,9.40683662286673,1.23236813677235e-19,9.1931772693798e-19,33.3687400474311
"RORA",-0.705224127683927,1.13539371747843,-9.40638253419112,1.23698471309809e-19,9.22388600939108e-19,33.3650428968738
"SNRPD1",0.711475278146112,3.25016817259757,9.40397981546696,1.26169910492164e-19,9.4043737727654e-19,33.3454823417277
"NR4A1",-1.79792492582939,3.67697929539715,-9.40288601646871,1.27311138923577e-19,9.48560537504905e-19,33.3365789244043
"GTF2E2",0.615745069276538,3.61301659445064,9.40173549357338,1.28522588923627e-19,9.5720012937548e-19,33.3272145973802
"C1orf122",0.756496007781027,3.97700518020418,9.39630214594779,1.34399786567818e-19,1.00016428503554e-18,33.2830028619872
"SPATA20",0.886263243811527,3.70018804786186,9.39341466080193,1.37630719130869e-19,1.02379496230898e-18,33.2595146930168
"ITGAL",-1.15903036777111,2.74391605040375,-9.3913376214714,1.40002281823992e-19,1.04059713742506e-18,33.2426223400464
"GPRC5A",-1.53892073974935,5.98629749723769,-9.38672441283556,1.45415447625797e-19,1.08039636641188e-18,33.2051133565017
"FAAP100",0.687400558739898,3.25110411784667,9.38152406410073,1.51766514535137e-19,1.12576946527712e-18,33.1628466447157
"BCKDK",0.620045985847058,4.06164853007155,9.38098651390912,1.52438481769409e-19,1.13029948218732e-18,33.1584785929671
"GALNT2",0.749119578664837,4.17242597044527,9.38032969905265,1.53263538843691e-19,1.13596053217694e-18,33.1531416633731
"EGR1",-1.68585886493157,5.87744801224254,-9.37869199996868,1.55340051115931e-19,1.15088886063723e-18,33.1398357801514
"AK4",1.27346812197616,1.77838087665175,9.37106717375905,1.65380857805979e-19,1.22429617367765e-18,33.0779084417004
"CLDN11",-0.82401957200853,0.817182941790156,-9.36609673956579,1.7226971419479e-19,1.27376019537695e-18,33.0375594273043
"CHAF1A",0.762944566940708,2.27780278826475,9.36451358716345,1.74523040193035e-19,1.28938768341254e-18,33.0247110004374
"VPS25",0.602958604721914,4.42620755725605,9.36374596793484,1.75626092335759e-19,1.2970176747038e-18,33.0184817884161
"EHMT2",0.727328184589916,3.42532954411647,9.36310040048957,1.76559103714631e-19,1.30338629264806e-18,33.0132433136003
"PSMB3",0.845963736195814,6.58479775933118,9.36228496455024,1.77744640608598e-19,1.31161325197897e-18,33.0066268147425
"KCNAB2",-0.852527993371925,2.26244464733781,-9.36184984252528,1.78380474469274e-19,1.31577888564941e-18,33.0030963799764
"DAPK1",-1.11593580321192,3.39882880650407,-9.36007420367165,1.80998619379367e-19,1.3340241831045e-18,32.9886906868952
"SNTN",-1.17118086222227,0.82668681070378,-9.35695295060592,1.85693447994778e-19,1.36698831947632e-18,32.9633729328734
"C6",-1.03769210611134,0.68661644911744,-9.35363989987975,1.90808799874944e-19,1.40352501598603e-18,32.9365062071132
"EPB41L3",-0.944921029920466,1.78065452003382,-9.34923681404042,1.97823807081302e-19,1.45454507494455e-18,32.9008107976553
"ARHGAP23",-0.920622149116113,2.56209576232176,-9.34909760213622,1.98049717623857e-19,1.45562597240036e-18,32.8996824207839
"MCCC2",0.635556055850331,3.7329687812858,9.34780259293422,2.00163520250318e-19,1.47057611373073e-18,32.889186363183
"PTGIS",-1.28485542688438,2.34210196733565,-9.34362504942907,2.07135910278035e-19,1.52059023987632e-18,32.8553346224284
"RRS1",0.883208297129488,3.88449195241203,9.34243010408037,2.09174180692133e-19,1.53494243651888e-18,32.845653707374
"ZNF107",0.72063893127967,1.55037982325934,9.34110880293298,2.11451120452268e-19,1.55103390461369e-18,32.8349501723726
"HSP90AB1",0.718181177563471,8.74843780991898,9.34100018883462,2.11639378832133e-19,1.55179779836851e-18,32.8340703657749
"SPTAN1",-0.717647988903752,4.30975612134852,-9.33340190445593,2.25229829556181e-19,1.65013498635918e-18,32.7725406455575
"COL4A3",-1.29803468555354,1.69138783018775,-9.33241305420597,2.27060922465452e-19,1.66288999509435e-18,32.7645357957545
"NUDT8",0.961544219147707,2.54498916586016,9.33225313070991,2.27358441315017e-19,1.66440814499184e-18,32.7632412562866
"TARBP2",0.645056710915769,2.96085038007357,9.3320180323792,2.2779651540956e-19,1.66695363596809e-18,32.7613382255091
"PRR19",0.587444179328376,0.756185206576542,9.32994926695335,2.316876119242e-19,1.69475537857955e-18,32.7445938821459
"C1orf159",0.59558612162426,1.55601933745875,9.32921909348683,2.33076641847063e-19,1.70424014617305e-18,32.738684595611
"AKAP13",-0.92078365183541,3.37904442462577,-9.32522363001432,2.40824684312015e-19,1.76019563240414e-18,32.7063553690487
"GTPBP4",0.71324901276351,3.28414129095758,9.32459958911631,2.42057653566134e-19,1.76780664805544e-18,32.701306871618
"METTL7B",1.69223421580854,2.90720869355869,9.32212809361054,2.47002521145377e-19,1.80320637518398e-18,32.6813148869176
"PCGF3",0.655524743768514,3.11143585158379,9.31904847631977,2.53304330086266e-19,1.84848033284471e-18,32.6564092440737
"GOLGA7B",1.33413025921992,1.87395267695387,9.31608998230699,2.5950819947103e-19,1.8922558355105e-18,32.6324888555626
"EEF1E1",0.665050108076119,2.53363357272402,9.31479529621241,2.6227024132224e-19,1.91164022596313e-18,32.6220226538271
"TUBA1A",-1.16357560460337,5.32734034739743,-9.31275645770224,2.66678985850574e-19,1.94300708174226e-18,32.605542916841
"PDZRN3",-0.774534322225069,1.40217540881974,-9.31209147303983,2.68132752231147e-19,1.95282787728393e-18,32.6001684833265
"CKAP5",0.739924277301323,3.63037951035623,9.31020274681657,2.72304772957842e-19,1.98164830434962e-18,32.5849052600094
"ADAM12",1.24398452187989,1.51936749010655,9.30819039971713,2.76820630067545e-19,2.01292352522115e-18,32.5686455354035
"APLN",-1.31012856867604,2.1232959780451,-9.30641142121257,2.80874522887567e-19,2.04159700481869e-18,32.5542735786655
"COQ9",0.591743861350764,3.56938933037199,9.30550389521793,2.82965167739878e-19,2.05598322743807e-18,32.5469426644555
"B4GAT1",-0.726051746166823,3.57853685849189,-9.30411583504095,2.86192662879729e-19,2.07861505700994e-18,32.5357310559154
"STARD4",-0.793590827045452,2.16126738789613,-9.30093036242172,2.93737995033467e-19,2.13257714772822e-18,32.5100060833031
"SLA",-0.983073368502085,2.3810852816244,-9.2987159073332,2.99099086056631e-19,2.16979156098023e-18,32.4921265945359
"TMEM8A",0.809188744235082,4.84339302458403,9.29843420105293,2.99787995888633e-19,2.173934334966e-18,32.4898523255671
"TUBA4B",-1.19591031926895,0.793658638371731,-9.29654737783285,3.04442896643927e-19,2.20682222290262e-18,32.4746209470612
"SGK1",-1.10507254627666,3.47461077874272,-9.29274224306753,3.14049261812145e-19,2.27556197247072e-18,32.4439109265118
"CCT7",0.608207594408345,5.89891315978105,9.2916340456797,3.16903027632734e-19,2.2953384584879e-18,32.4349687628687
"SLCO4C1",-1.35860857565478,1.83093766955246,-9.29068027090448,3.19379690773856e-19,2.3105555040769e-18,32.4272732810013
"MB",1.51962822184633,1.83241532970066,9.28500765307295,3.34510891969306e-19,2.41717858795525e-18,32.3815160887109
"AP1G2",0.867331459808181,2.84688614778097,9.28438192985683,3.36222831410238e-19,2.42859780495539e-18,32.3764700617782
"CFAP77",-1.01561796306605,0.615898733384879,-9.28295672940625,3.4015455275526e-19,2.45534749389927e-18,32.3649777371317
"TMSB15A",-1.03181811382751,0.837767859998927,-9.28294311314703,3.40192334909288e-19,2.45534749389927e-18,32.3648679465881
"SIX1",1.44996384166019,2.1244711730791,9.2796794475703,3.49369249331054e-19,2.52059597640176e-18,32.3385558018395
"NME2",0.924526275249567,3.61190240958105,9.27885666753628,3.51721216916661e-19,2.53657271684072e-18,32.3319235067387
"MORN5",-1.38908889720181,0.950465038528907,-9.2787023597319,3.52164058605144e-19,2.53877395589984e-18,32.3306797050905
"AUNIP",0.734979361466794,0.947754187891572,9.27477659456553,3.63618093653202e-19,2.61827735820229e-18,32.2990411146014
"NECTIN1",1.12529465530866,2.6569961910016,9.27393380233605,3.66124774969075e-19,2.6352984192858e-18,32.2922501573662
"EGR3",-1.05994979775534,1.42236998607198,-9.27317433033295,3.68398298235078e-19,2.65053329605584e-18,32.2861309584998
"MTERF3",0.668581278441035,3.38065792653165,9.27313090236278,3.68528724218519e-19,2.65053329605584e-18,32.2857810629164
"NPEPPS",0.615306616193472,3.5157964344479,9.27264895037287,3.69979230775307e-19,2.65992862406191e-18,32.2818980965253
"CYB5R3",-0.754168104247102,5.29812774384501,-9.27110459968931,3.74665384723891e-19,2.69152142421586e-18,32.2694566530613
"MRPS23",0.691091672123609,3.28345489560036,9.26942015014741,3.79843703632527e-19,2.72765926220819e-18,32.2558883024902
"DCDC2",-0.976547954942686,1.03015341203225,-9.2607922597082,4.07499751872229e-19,2.92170828703415e-18,32.1864186137921
"EIF4A3",0.681803974795904,4.20854016763051,9.26068679534681,4.07849860511948e-19,2.92308245016489e-18,32.1855697356794
"IL11RA",-0.690481212341695,1.75516658292214,-9.25926247439626,4.12607445160209e-19,2.95552700678913e-18,32.174106136683
"NHLRC4",-0.795439313848924,0.869432203944841,-9.25923576637028,4.12697179612358e-19,2.95552700678913e-18,32.1738911904746
"ARHGAP25",-0.788220645456093,2.21360199787447,-9.25749208036136,4.18597688507836e-19,2.996620162046e-18,32.159858995126
"TLN1",-0.763831136279761,5.27551092780522,-9.25418132668167,4.30031924163826e-19,3.07728042551368e-18,32.1332212995451
"TTC39C",0.950312161142783,2.1972640767486,9.2477416399647,4.53165756183952e-19,3.23654737517675e-18,32.0814289631835
"C20orf85",-2.47139388271929,2.09123122461261,-9.24309193850396,4.7063151527257e-19,3.35868866295875e-18,32.0440494676255
"TRAF5",0.836843809884301,1.86505699138178,9.24061000815545,4.80225685191899e-19,3.42583273024755e-18,32.0241026265404
